,Item,venfis,venfin,itens,itens_dist,datas,estoque,recencia,revendeu_prox_mes,ref_prev
158,40110600T028 ESF 2C 30° D=6X6X76X28,2,136.64,1,1,28.0,0.0,292,0,2022-02-01
159,40110600T028.. ESF 2C 30° D=6X6X76X28 *,1,110.0,1,1,28.0,0.0,389,0,2022-02-01
160,40111000T032.. ESF 2C 30° D=10X10X89X32 *,2,277.23,1,1,28.0,1.0,11,0,2022-02-01
161,40120400T031 RETA 2C 30° D=4X4X75X31,1,90.0,1,1,30.0,9.0,365,0,2022-02-01
162,40120600T038 RETA 2C 30° D=6X6X100X38,1,108.5,1,1,28.0,5.0,358,0,2022-02-01
163,40120600T038 RETA 2C 30° D=6X6X100X38,5,54.25,1,1,28.0,0.0,64,0,2022-02-01
164,40120800T041 RETA 2C 30° D=8X8X100X41,1,125.0,1,1,28.0,0.0,309,0,2022-02-01
165,40121200T075 RETA 2C 30° D=12X12X150X75,1,120.0,1,1,28.0,3.0,393,0,2022-02-01
166,40140500T030R050 TIALN TORO 4C D=5X5X30X75 R0.5,6,284.35,3,1,84.0,0.0,386,0,2022-02-01
167,40140600T028R050 TIALN TORO 4C D=6X6X28X75 R0.5,3,180.0,2,1,56.0,0.0,389,0,2022-02-01
168,40140600T028R100 TIALN TORO 4C D=6X6X28X75 R1.0,5,57.83,1,1,28.0,3.0,64,0,2022-02-01
169,40240500T031 RETA 4C 30° D=5X5X100X31,1,104.35,1,1,28.0,4.0,383,0,2022-02-01
170,40240500T031 RETA 4C 30° D=5X5X100X31,1,115.0,1,1,30.0,5.0,127,0,2022-02-01
171,40240500T031 RETA 4C 30° D=5X5X100X31,1,56.38,1,1,28.0,4.0,12,0,2022-02-01
172,40241600T075 RETA 4C 30° D=16X16X150X75,1,353.51,1,1,28.0,1.0,64,1,2022-02-01
173,40ER030M ER D=3,2,57.07,1,1,28.0,2.0,162,0,2022-02-01
174,40ER030M ER D=3,4,57068.0,1,1,28.0,0.0,195,0,2022-02-01
175,40ER040M ER D=4,1,49.77,1,1,28.0,0.0,393,0,2022-02-01
176,40ER040M ER D=4,1,52.0,1,1,28.0,0.0,197,0,2022-02-01
177,40ER040M ER D=4,1,57.07,1,1,0.0,0.0,69,0,2022-02-01
178,40ER050M ER D=5,1,51.83,1,1,28.0,0.0,350,0,2022-02-01
179,40ER050M ER D=5,1,56.05,1,1,28.0,0.0,309,0,2022-02-01
180,40ER050M ER D=5,2,54.21,1,1,28.0,0.0,13,0,2022-02-01
181,40ER060M ER D=6,3,56.05,1,1,28.0,0.0,295,0,2022-02-01
182,40ER060M ER D=6,1,57.07,1,1,28.0,0.0,162,0,2022-02-01
183,40ER060M ER D=6,1,49.77,1,1,28.0,0.0,393,0,2022-02-01
184,40ER060M ER D=6,2,52.0,1,1,28.0,0.0,197,0,2022-02-01
185,40ER060M ER D=6,2,44.66,1,1,28.0,0.0,337,0,2022-02-01
186,40ER060M ER D=6,4,591546.14,3,1,60.0,1.0,69,0,2022-02-01
187,40ER060M ER D=6,2,57.07,1,1,28.0,0.0,141,0,2022-02-01
188,40ER060M ER D=6,2,54.21,1,1,28.0,0.0,13,0,2022-02-01
189,40ER070M ER D=7,3,56.05,1,1,28.0,0.0,267,0,2022-02-01
190,40ER080M ER D=8,4,104.62,2,1,56.0,0.0,288,0,2022-02-01
191,40ER080M ER D=8,1,57.07,1,1,28.0,0.0,162,0,2022-02-01
192,40ER080M ER D=8,2,49.77,1,1,28.0,0.0,393,0,2022-02-01
193,40ER080M ER D=8,2,57068.0,1,1,28.0,0.0,195,0,2022-02-01
194,40ER080M ER D=8,3,100.71,2,1,56.0,0.0,309,0,2022-02-01
195,40ER080M ER D=8,2,114.14,2,1,32.0,1.0,69,0,2022-02-01
196,40ER080M ER D=8,4,111.28,2,1,56.0,0.0,13,0,2022-02-01
197,40ER090M ER D=9,1,56.05,1,1,28.0,0.0,309,0,2022-02-01
198,40ER100M ER D=10,7,153.12,3,1,91.0,0.0,281,0,2022-02-01
199,40ER100M ER D=10,2,57.07,1,1,28.0,0.0,162,0,2022-02-01
200,40ER100M ER D=10,4,57068.0,1,1,28.0,0.0,195,0,2022-02-01
201,40ER100M ER D=10,2,44.66,1,1,28.0,0.0,337,0,2022-02-01
202,40ER100M ER D=10,1,57.07,1,1,32.0,1.0,71,0,2022-02-01
203,40ER100M ER D=10,5,111.28,2,1,56.0,0.0,13,0,2022-02-01
204,40ER110M ER D=11,1,54.21,1,1,28.0,0.0,13,0,2022-02-01
205,40ER120M ER D=12,7,153.12,3,1,91.0,0.0,281,0,2022-02-01
206,40ER120M ER D=12,4,114.14,2,1,56.0,3.0,162,0,2022-02-01
207,40ER120M ER D=12,2,57068.0,1,1,28.0,0.0,195,0,2022-02-01
208,40ER120M ER D=12,2,44.66,1,1,28.0,0.0,337,0,2022-02-01
209,40ER120M ER D=12,1,57.07,1,1,0.0,2.0,69,0,2022-02-01
210,40ER120M ER D=12,3,111.28,2,1,56.0,0.0,13,0,2022-02-01
211,40ER130M ER D=13,2,57.07,1,1,28.0,0.0,162,0,2022-02-01
212,40ER130M ER D=13,2,57.07,1,1,28.0,0.0,50,0,2022-02-01
213,40ER140M ER D=14,2,57068.0,1,1,28.0,1.0,195,0,2022-02-01
214,40ER150M ER D=15,1,57.07,1,1,28.0,0.0,162,0,2022-02-01
215,40ER150M ER D=15,1,54.21,1,1,28.0,0.0,13,0,2022-02-01
216,40ER160M ER D=16,5,99.88,2,1,95.0,0.0,281,0,2022-02-01
217,40ER160M ER D=16,2,57.07,1,1,28.0,2.0,162,0,2022-02-01
218,40ER160M ER D=16,1,49.77,1,1,28.0,2.0,393,0,2022-02-01
219,40ER160M ER D=16,3,57120.0,2,1,56.0,0.0,195,0,2022-02-01
220,40ER160M ER D=16,2,44.66,1,1,28.0,0.0,337,0,2022-02-01
221,40ER170M ER D=17,1,57.07,1,1,28.0,0.0,162,0,2022-02-01
222,40ER200M ER D=20,5,99.88,2,1,95.0,0.0,281,0,2022-02-01
223,40ER200M ER D=20,2,57.07,1,1,28.0,0.0,50,0,2022-02-01
224,40ER200M ER D=20,2,591432.0,1,1,28.0,0.0,77,0,2022-02-01
225,40ER200M ER D=20,1,54.21,1,1,28.0,0.0,13,0,2022-02-01
226,40ER240M ER D=24,2,57.07,1,1,28.0,0.0,50,0,2022-02-01
227,40ER250M ER D=25,9,158.83,3,1,123.0,0.0,281,0,2022-02-01
228,40ER250M ER D=25,3,100.71,2,1,56.0,0.0,309,0,2022-02-01
229,4NKT060308R-M AX325U,40,92.4,2,1,56.0,40.0,154,0,2022-02-01
230,4NKT060308R-M AX325U,20,46.2,1,1,28.0,18.0,41,0,2022-02-01
231,4NKT060308R-M AX325U,20,46.2,1,1,28.0,0.0,209,0,2022-02-01
232,4NKT060308R-M AX325U,30,92.4,2,1,56.0,0.0,218,0,2022-02-01
233,4NKT060308R-M AX325U,30,92.4,2,1,56.0,0.0,265,0,2022-02-01
234,4NKT060308R-M AX325U,10,46.2,1,1,28.0,0.0,307,0,2022-02-01
235,4NKT060308R-M AX325U,30,82.43,2,1,56.0,30.0,64,0,2022-02-01
236,4NKT060308R-M AX325U,47,82.43,2,1,56.0,23.0,95,0,2022-02-01
237,5322.270.01 CALÇO VBMT16,2,28.0,1,1,28.0,0.0,152,0,2022-02-01
238,5322.365.11 CALCO SIR/SIL 22,2,33.12,1,1,0.0,0.0,48,0,2022-02-01
239,5512.032.02 PARAFUSO SIR/SIL 22,2,22.69,1,1,0.0,0.0,48,0,2022-02-01
240,5513.020.01 CALÇO VBMT16,2,10.5,1,1,28.0,0.0,15,0,2022-02-01
241,"5513.020.18 (M4X0,5 - T15) P/ SIR/SIL 22",2,19.97,1,1,0.0,11.0,48,0,2022-02-01
242,5513.020.25.1 PARAFUSO (M4X12),1,4.43,1,1,28.0,0.0,351,0,2022-02-01
243,715110004RT ESF 2C 15° D=10X10X76X10,1,295.0,1,1,28.0,0.0,306,0,2022-02-01
244,"ADAPTADOR PARA MANDRIL TAM. 1 -  4,50 X 3,40 - (M4 - M6 - 5/32 - 1/4)",1,268.44,1,1,28.0,0.0,372,0,2022-02-01
245,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",1,269.0,1,1,32.0,0.0,295,0,2022-02-01
246,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",1,268.45,1,1,32.0,0.0,351,0,2022-02-01
247,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",1,2952785.0,1,1,28.0,0.0,372,0,2022-02-01
248,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",2,275.0,1,1,32.0,0.0,232,0,2022-02-01
249,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",1,269.0,1,1,32.0,0.0,309,0,2022-02-01
250,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",2,550.0,2,1,64.0,0.0,146,0,2022-02-01
251,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M8)  -  6,00 X  4,90 - (M8)",1,2952785.0,1,1,28.0,1.0,372,0,2022-02-01
252,"ADAPTADOR PARA MANDRIL TAM. 1 -  7,00 X  5,50 - (M10 - G1/8 - 1/4 - 3/8)",1,336.87,1,1,28.0,0.0,204,0,2022-02-01
253,"ADAPTADOR PARA MANDRIL TAM. 1 -  7,00 X  5,50 - (M10 - G1/8 - 1/4 - 3/8)",1,320.0,1,1,28.0,0.0,246,0,2022-02-01
254,"ADAPTADOR PARA MANDRIL TAM. 1 -  7,00 X  5,50 - (M10 - G1/8 - 1/4 - 3/8)",1,310.1,1,1,28.0,0.0,71,0,2022-02-01
255,"ADAPTADOR PARA MANDRIL TAM. 1 -  7,00 X  5,50 - (M10 - G1/8 - 1/4 - 3/8)",1,320.0,1,1,28.0,0.0,145,0,2022-02-01
256,"ADAPTADOR PARA MANDRIL TAM. 1 -  8,00 X  6,20 - (M8 - 5/16 - 7/16)",1,269.0,1,1,32.0,0.0,295,0,2022-02-01
257,"ADAPTADOR PARA MANDRIL TAM. 1 -  8,00 X  6,20 - (M8 - 5/16 - 7/16)",1,268.44,1,1,32.0,0.0,351,0,2022-02-01
258,"ADAPTADOR PARA MANDRIL TAM. 1 -  8,00 X  6,20 - (M8 - 5/16 - 7/16)",2,275.0,1,1,32.0,0.0,232,0,2022-02-01
259,"ADAPTADOR PARA MANDRIL TAM. 1 -  8,00 X  6,20 - (M8 - 5/16 - 7/16)",1,269.0,1,1,32.0,0.0,309,0,2022-02-01
260,"ADAPTADOR PARA MANDRIL TAM. 1 -  8,00 X  6,20 - (M8 - 5/16 - 7/16)",1,338.29,1,1,28.0,0.0,105,0,2022-02-01
261,"ADAPTADOR PARA MANDRIL TAM. 1 -  8,00 X  6,20 - (M8 - 5/16 - 7/16)",2,550.0,2,1,64.0,0.0,146,0,2022-02-01
262,"ADAPTADOR PARA MANDRIL TAM. 1 - 10,00 X  8,00 - (M10)",17,273.0,1,1,32.0,0.0,368,0,2022-02-01
263,"ADAPTADOR PARA MANDRIL TAM. 1 - 10,00 X  8,00 - (M10)",2,275.0,1,1,32.0,0.0,232,0,2022-02-01
264,"ADAPTADOR PARA MANDRIL TAM. 1 - 11,00 X  9,00 - (M14 - G1/4 - 9/16)",1,269.0,1,1,32.0,0.0,295,0,2022-02-01
265,"ADAPTADOR PARA MANDRIL TAM. 1 - 11,00 X  9,00 - (M14 - G1/4 - 9/16)",1,275.0,1,1,32.0,0.0,176,0,2022-02-01
266,"ADAPTADOR PARA MANDRIL TAM. 1 - 11,00 X  9,00 - (M14 - G1/4 - 9/16)",1,268.44,1,1,32.0,0.0,351,0,2022-02-01
267,"ADAPTADOR PARA MANDRIL TAM. 1 - 11,00 X  9,00 - (M14 - G1/4 - 9/16)",3,550.0,2,1,64.0,0.0,218,0,2022-02-01
268,"ADAPTADOR PARA MANDRIL TAM. 1 - 11,00 X  9,00 - (M14 - G1/4 - 9/16)",1,269.0,1,1,32.0,0.0,309,0,2022-02-01
269,"ADAPTADOR PARA MANDRIL TAM. 1 - 11,00 X  9,00 - (M14 - G1/4 - 9/16)",1,338.29,1,1,28.0,1.0,105,0,2022-02-01
270,"ADAPTADOR PARA MANDRIL TAM. 1 - 4,00 X 3,00 - (M3,5 - M4)",1,0.01,1,1,0.0,0.0,102,0,2022-02-01
271,"ADAPTADOR PARA MANDRIL TAM. 1 - 6,00 X 4,90 - (M5 )  - 6,00 X 4,90 - (M5 )",1,2952785.0,1,1,28.0,0.0,372,0,2022-02-01
272,"ADAPTADOR PARA MANDRIL TAM. 1 - 9,00 X 7,00 - (M12 - 3/8 - 1/2)",1,269.0,1,1,32.0,0.0,295,0,2022-02-01
273,"ADAPTADOR PARA MANDRIL TAM. 1 - 9,00 X 7,00 - (M12 - 3/8 - 1/2)",1,275.0,1,1,32.0,0.0,176,0,2022-02-01
274,"ADAPTADOR PARA MANDRIL TAM. 1 - 9,00 X 7,00 - (M12 - 3/8 - 1/2)",1,268.45,1,1,32.0,0.0,351,0,2022-02-01
275,"ADAPTADOR PARA MANDRIL TAM. 1 - 9,00 X 7,00 - (M12 - 3/8 - 1/2)",3,550.0,2,1,64.0,0.0,218,0,2022-02-01
276,"ADAPTADOR PARA MANDRIL TAM. 1 - 9,00 X 7,00 - (M12 - 3/8 - 1/2)",1,269.0,1,1,32.0,0.0,309,0,2022-02-01
277,"ADAPTADOR PARA MANDRIL TAM. 1 - 9,00 X 7,00 - (M12 - 3/8 - 1/2)",1,338.29,1,1,28.0,0.0,105,0,2022-02-01
278,"ADAPTADOR PARA MANDRIL TAM. 2 -  9,00 X  7,00 - (M12 - 3/8 - 1/2)",1,464.49,1,1,28.0,0.0,309,0,2022-02-01
279,"ADAPTADOR PARA MANDRIL TAM. 2 - 14,00 X 11,00 - (M18 - 11/16 - 3/4)",1,452.43,1,1,28.0,0.0,204,0,2022-02-01
280,"ADAPTADOR PARA MANDRIL TAM. 2 - 8,00 X 6,20 - (M8 - 5/16 - 7/16)",1,464.49,1,1,28.0,0.0,309,0,2022-02-01
281,"ADAPTADOR PARA MANDRIL TAM.1- 3,50 X 2,70 - (M3 - M5 - 1/8)",1,3087975.0,1,1,28.0,0.0,224,0,2022-02-01
282,"ALARGADOR 10,00MM MANUAL DIN 206B H7",1,119.61,1,1,28.0,0.0,83,0,2022-02-01
283,"ALARGADOR 10,00MM MANUAL DIN 206B H7",2,97.09,1,1,35.0,0.0,7,0,2022-02-01
284,ALARGADOR 10MM MAQUINA DIN 212D H7,1,121.97,1,1,28.0,0.0,154,0,2022-02-01
285,ALARGADOR 10MM MAQUINA DIN 212D H7,1,121968.0,1,1,28.0,0.0,56,0,2022-02-01
286,ALARGADOR 10MM MAQUINA DIN 212D H7,2,121968.0,1,1,28.0,0.0,8,0,2022-02-01
287,"ALARGADOR 12,00MM MANUAL DIN 206B H7",2,112.9,1,1,35.0,0.0,7,0,2022-02-01
288,ALARGADOR 12MM MAQUINA DIN 212D H7,1,150.2,1,1,28.0,0.0,162,0,2022-02-01
289,ALARGADOR 12MM MAQUINA DIN 212D H7,1,204.97,1,1,28.0,0.0,372,0,2022-02-01
290,"ALARGADOR 14,00MM MANUAL DIN 206B H7",1,178.82,1,1,28.0,0.0,83,0,2022-02-01
291,ALARGADOR 14MM MAQUINA DIN 212D H7,3,192992.75,2,1,56.0,0.0,8,0,2022-02-01
292,ALARGADOR 15MM MANUAL 206 B H7,1,217728.0,1,1,28.0,0.0,106,0,2022-02-01
293,ALARGADOR 15MM MAQUINA DIN 212D H7,1,235.43,1,1,28.0,0.0,162,0,2022-02-01
294,ALARGADOR 16MM MANUAL 206 B H7,1,232362.0,1,1,28.0,0.0,246,0,2022-02-01
295,ALARGADOR 16MM MAQUINA DIN 212D H7,1,242.6,1,1,28.0,0.0,162,0,2022-02-01
296,ALARGADOR 16MM MAQUINA DIN 212D H7,1,227172.0,1,1,28.0,0.0,246,0,2022-02-01
297,ALARGADOR 16MM MAQUINA DIN 212D H7,2,242.6,1,1,30.0,0.0,1,0,2022-02-01
298,"ALARGADOR 18,00MM MAQUINA DIN 212D H7",1,303.53,1,1,28.0,0.0,162,0,2022-02-01
299,"ALARGADOR 18,00MM MAQUINA DIN 212D H7",1,303534.0,1,1,28.0,0.0,8,0,2022-02-01
300,"ALARGADOR 20,00MM MAQUINA DIN 212D H7",1,347.79,1,1,28.0,0.0,162,0,2022-02-01
301,"ALARGADOR 3,00MM MAQUINA DIN 212D H7",1,136194.0,1,1,28.0,74.0,56,0,2022-02-01
302,"ALARGADOR 3,00MM MAQUINA DIN 212D H7",2,249.68,2,1,56.0,0.0,18,0,2022-02-01
303,"ALARGADOR 4,00MM MANUAL DIN 206B H7",2,51.49,1,1,35.0,0.0,7,0,2022-02-01
304,"ALARGADOR 4,00MM MAQUINA DIN 212D H7",1,111174.0,1,1,28.0,0.0,56,0,2022-02-01
305,"ALARGADOR 4,00MM MAQUINA DIN 212D H7",2,101.91,1,1,28.0,0.0,18,0,2022-02-01
306,"ALARGADOR 5,00MM MANUAL DIN 206B H7",1,51.49,1,1,28.0,0.0,168,0,2022-02-01
307,"ALARGADOR 5,00MM MANUAL DIN 206B H7",1,51.49,1,1,28.0,0.0,134,0,2022-02-01
308,"ALARGADOR 5,00MM MANUAL DIN 206B H7",2,51.49,1,1,35.0,0.0,7,0,2022-02-01
309,"ALARGADOR 5,00MM MAQUINA DIN 212D H7",1,61.8,1,1,28.0,0.0,49,0,2022-02-01
310,"ALARGADOR 6,00MM MANUAL DIN 206B H7",1,51.49,1,1,28.0,0.0,134,0,2022-02-01
311,"ALARGADOR 6,00MM MANUAL DIN 206B H7",2,84.21,1,1,35.0,0.0,7,0,2022-02-01
312,"ALARGADOR 6,00MM MAQUINA DIN 212D H7",1,79626.0,1,1,28.0,0.0,56,0,2022-02-01
313,"ALARGADOR 8,00MM MANUAL DIN 206B H7",1,67.73,1,1,28.0,0.0,168,0,2022-02-01
314,"ALARGADOR 8,00MM MANUAL DIN 206B H7",1,103.84,1,1,28.0,0.0,83,0,2022-02-01
315,"ALARGADOR 8,00MM MANUAL DIN 206B H7",1,67.73,1,1,28.0,0.0,134,0,2022-02-01
316,"ALARGADOR 8,00MM MANUAL DIN 206B H7",2,67.73,1,1,35.0,0.0,7,0,2022-02-01
317,"ALARGADOR 8,00MM MAQUINA DIN 212D H7",1,97.18,1,1,28.0,0.0,162,0,2022-02-01
318,"ALARGADOR 8,00MM MAQUINA DIN 212D H7",1,97182.0,1,1,28.0,0.0,56,0,2022-02-01
319,"ALARGADOR 8,00MM MAQUINA DIN 212D H7",1,139.37,1,1,28.0,1.0,372,0,2022-02-01
320,ALARGADOR MAQUINA- 1/2 -212 D,1,189342.0,1,1,28.0,0.0,90,0,2022-02-01
321,ALARGADOR MD D=10X100,1,378.54,1,1,28.0,0.0,376,0,2022-02-01
322,ALARGADOR MD D=12X100,1,420.61,1,1,28.0,0.0,341,0,2022-02-01
323,ALARGADOR MD D=12X100,1,479.49,1,1,28.0,0.0,376,0,2022-02-01
324,ALARGADOR MD D=3X75,3,138.82,1,1,28.0,0.0,376,0,2022-02-01
325,ALARGADOR MD D=4X75,3,189.29,1,1,28.0,0.0,376,0,2022-02-01
326,ALARGADOR MD D=5X75,3,189.29,1,1,28.0,0.0,376,0,2022-02-01
327,"ALARGADOR MD D=7 X 28 X 82MM H6,8 CANAL RETO- (S/R)
 
DIN1420
",2,260.26,1,1,28.0,0.0,249,0,2022-02-01
328,ALARGADOR MD D=8X100,2,277.6,1,1,28.0,0.0,376,0,2022-02-01
329,ANKX120708R-GM-GA4225,10,48.88,1,1,28.0,27.0,48,0,2022-02-01
330,ANKX120708R-GM-GA4225,10,52.25,1,1,0.0,20.0,210,0,2022-02-01
331,ANKX120708R-GM-GH4125,10,52254.0,1,1,28.0,0.0,215,0,2022-02-01
332,ANKX160708R-GM-GA4225,40,118.28,2,1,56.0,10.0,166,0,2022-02-01
333,ANKX160708R-GM-GA4225,20,59.14,1,1,28.0,20.0,211,0,2022-02-01
334,ANKX160708R-GM-GP4225,20,59.14,1,1,28.0,11.0,251,0,2022-02-01
335,ANKX160708R-GM-GP4225,20,59.13,1,1,0.0,11.0,69,0,2022-02-01
336,ANKX160716R-GM-GA4225,30,59.9,1,1,30.0,0.0,306,1,2022-02-01
337,ANKX160716R-GM-GA4225,10,59.9,1,1,30.0,31.0,53,1,2022-02-01
338,ANKX160716R-GM-GA4225,30,59.9,1,1,30.0,30.0,365,1,2022-02-01
339,ANKX160716R-GM-GA4225,20,59.9,1,1,30.0,0.0,337,1,2022-02-01
340,ANKX160716R-GM-GA4225,10,59.9,1,1,30.0,20.0,22,1,2022-02-01
341,APET113504R-NL-GN9125,10,49.2,1,1,28.0,30.0,123,0,2022-02-01
342,APGT1135PDER-G2-JT1001,70,93.78,3,1,98.0,10.0,159,0,2022-02-01
343,APGT1135PDER-G2-JT1001,10,35.94,1,1,35.0,0.0,109,0,2022-02-01
344,APGT1135PDFR-AL-GN9125,60,35.94,1,1,35.0,80.0,293,0,2022-02-01
345,APGT1135PDFR-AL-GN9125,30,35.94,1,1,35.0,17.0,50,0,2022-02-01
346,APGT1135PDFR-AL-GN9125,60,71.88,2,1,70.0,0.0,365,0,2022-02-01
347,APGT1135PDFR-AL-GN9125,60,71.88,2,1,70.0,0.0,230,0,2022-02-01
348,APGT1135PDFR-AL-GN9125,30,35.94,1,1,35.0,10.0,246,0,2022-02-01
349,APGT1135PDFR-AL-GN9125,30,71.88,2,1,70.0,90.0,321,0,2022-02-01
350,APGT1135PDFR-AL-GN9125,40,35.94,1,1,35.0,80.0,83,0,2022-02-01
351,APGT1135PDFR-AL-GN9125,30,35.94,1,1,35.0,0.0,105,0,2022-02-01
352,APGT1135PDFR-G2 WSK10,10,35.94,1,1,35.0,0.0,379,0,2022-02-01
353,APKT060204R-GM-GA4230,19,15.63,1,1,28.0,0.0,162,0,2022-02-01
354,APKT060204R-GM-GA4230,10,25.22,1,1,28.0,80.0,358,0,2022-02-01
355,APKT100304-PDTR,10,33.76,1,1,28.0,0.0,181,0,2022-02-01
356,APKT100308-APF YB9320,10,28.17,1,1,28.0,0.0,231,0,2022-02-01
357,APKT100308-PDTR LT30,20,22.99,1,1,28.0,0.0,267,0,2022-02-01
358,APKT113508R-GM-GA4225,30,46.56,2,1,56.0,0.0,154,1,2022-02-01
359,APKT113508R-GM-GA4225,10,22.5,1,1,28.0,30.0,347,1,2022-02-01
360,APKT113508R-GM-GA4225,30,48.18,2,1,56.0,70.0,372,1,2022-02-01
361,APKT113508R-GM-GA4225,18,28.05,1,1,0.0,10.0,209,1,2022-02-01
362,APKT113508R-GM-GA4225,10,32.54,1,1,0.0,10.0,252,1,2022-02-01
363,APKT113508R-GM-GA4225,20,46.56,2,1,56.0,10.0,313,1,2022-02-01
364,APKT113508R-GM-GA4225,20,65.08,2,1,0.0,90.0,70,1,2022-02-01
365,APKT113508R-GM-GA4225,10,23.5,1,1,28.0,0.0,106,1,2022-02-01
366,APKT113508R-GM-GA4225,10,32.54,1,1,0.0,0.0,133,1,2022-02-01
367,APKT113508R-GM-GA4225,20,32.54,1,1,0.0,70.0,8,1,2022-02-01
368,APKT113508R-GM-GA4230,19,28.05,1,1,0.0,1.0,264,0,2022-02-01
369,APKT113508R-GM-GK4125,10,25.83,1,1,28.0,0.0,337,0,2022-02-01
370,APKT113516R-GH-GA4225,10,25.93,1,1,35.0,0.0,256,0,2022-02-01
371,APMT100308PDER-DM YB9320,10,25.54,1,1,28.0,0.0,232,0,2022-02-01
372,APMT100308PDER-DM YB9320,10,25.54,1,1,28.0,0.0,125,0,2022-02-01
373,APMT1135PDER-PM-GA4225,40,18730.0,2,1,58.0,10.0,180,1,2022-02-01
374,APMT1135PDER-PM-GA4225,70,18730.0,2,1,58.0,11.0,41,1,2022-02-01
375,APMT1135PDER-PM-GA4225,30,71.88,2,1,70.0,10.0,341,1,2022-02-01
376,APMT1135PDER-PM-GA4225,20,18727.0,2,1,58.0,100.0,391,1,2022-02-01
377,APMT1135PDER-PM-GA4225,10,18708.0,1,1,30.0,30.0,274,1,2022-02-01
378,APMT1135PDER-PM-GA4225,10,18708.0,1,1,30.0,50.0,337,1,2022-02-01
379,APMT1135PDER-PM-GA4225,10,18708.0,1,1,30.0,80.0,124,1,2022-02-01
380,APMT1135PDER-PM-GM2140,10,20.89,1,1,28.0,0.0,391,0,2022-02-01
381,ARRUELA LISA M 16,20,9.43,1,1,45.0,0.0,257,0,2022-02-01
382,BALANCIM P/PRESILHA DE FIXACAO,6,21.05,1,1,45.0,0.0,257,0,2022-02-01
383,BAP300RD12Z01H11L150 APMT1135,1,135.0,1,1,28.0,1.0,123,0,2022-02-01
384,BAP300RD16Z02H15L150 APMT1135,1,10.0,1,1,28.0,0.0,50,1,2022-02-01
385,BAP300RD16Z02H15L150 APMT1135,3,180.0,1,1,35.0,1.0,64,1,2022-02-01
386,BAP300RD20Z03H19L150 APMT1135,3,198.0,1,1,35.0,110.0,62,1,2022-02-01
387,BAP300RD20Z03H19L150 APMT1135,1,198.0,1,1,35.0,0.0,102,1,2022-02-01
388,BAP300RD25Z03H24L150 APMT1135,1,10.0,1,1,28.0,0.0,50,1,2022-02-01
389,BAP300RD50Z06F22 APMT1135,4,10.0,1,1,35.0,1.0,365,0,2022-02-01
390,BAP300RD50Z06F22 APMT1135,1,10.0,1,1,35.0,0.0,379,0,2022-02-01
391,BARRA DE CHANFRAR 45º - BM01R1522,1,275.0,1,1,28.0,0.0,288,0,2022-02-01
392,BARRA DE CHANFRAR 45º - BM01R1676,1,325.05,1,1,28.0,7.0,82,1,2022-02-01
393,BARRA DE METAL DURO (STB 412B P30),20,71.0,1,1,28.0,0.0,25,0,2022-02-01
394,BASE MAGNETICA 506.600,1,262.18,1,1,28.0,0.0,372,0,2022-02-01
395,"BDMT070308ER-ML TN6405 R0,8",20,37.76,1,1,28.0,95.0,306,0,2022-02-01
396,"BDMT070308ER-ML TN6405 R0,8",15,37.76,1,1,28.0,0.0,154,0,2022-02-01
397,"BDMT070308ER-ML TN6405 R0,8",10,58.629999999999995,2,1,58.0,165.0,358,0,2022-02-01
398,"BDMT070308ER-ML TN6405 R0,8",50,37.76,1,1,28.0,0.0,389,0,2022-02-01
399,"BDMT070308ER-ML TN6405 R0,8",30,37.76,1,1,28.0,15.0,186,0,2022-02-01
400,"BDMT070308ER-ML TN6405 R0,8",25,37.76,1,1,28.0,45.0,216,0,2022-02-01
401,"BDMT070308ER-ML TN6405 R0,8",45,113.27,3,1,86.0,70.0,246,0,2022-02-01
402,"BDMT070308ER-ML TN6405 R0,8",30,37.76,1,1,28.0,115.0,337,0,2022-02-01
403,"BDMT070308ER-ML TN6430 R0,8",5,31.7,1,1,30.0,20.0,12,0,2022-02-01
404,"BDMT11T308ER-JT PR1225 R0,8",5,33.0,1,1,30.0,0.0,384,0,2022-02-01
405,"BDMT11T308ER-JT SF1215 R0,8",50,75.6,2,1,56.0,160.0,306,0,2022-02-01
406,"BDMT11T308ER-JT SF1215 R0,8",110,40463.61,4,1,116.0,50.0,154,0,2022-02-01
407,"BDMT11T308ER-JT SF1215 R0,8",45,121.71,3,1,86.0,17.0,46,0,2022-02-01
408,"BDMT11T308ER-JT SF1215 R0,8",60,83.91,2,1,58.0,30.0,186,0,2022-02-01
