,cod_original,produto,preco_entrada,disponivel,total,data
657,5873415.0,XNPU15T608SRMM WP25PM,31.05,20.0,621.0,2020-06-01
658,4176758.0,WDGN3102C TN6025,19.61,5.0,98.05,2020-06-01
659,5826031.0,40240500T031 RETA 4C 30° D=5X5X100X31,56.5,8.0,452.0,2020-06-01
660,6092639.0,40020800T028S RETA 2C 30° D=8X8X76X28,58.81,2.0,117.62,2020-06-01
661,4171899.0,WNMA060412 WK20CT,18.61,20.0,372.2,2020-06-01
662,3669645.0,"606249 SCREW BHCS M5X0,8X12",2.79,18.0,50.22,2020-06-01
663,5538612.0,TCF100408EPV36 WU40PH,30.69,3.0,92.07,2020-06-01
664,4675L,FRESA ESFERICA 45HRC 2C D=4X6X75X11 LONGA,35.0,1.0,35.0,2020-06-01
665,10035.0,TPGH090202L OP1205H,20.4,5.0,102.0,2020-06-01
666,3954332.0,HNGJ0704ANFNLDJ THM-U,35.17,20.0,703.4,2020-06-01
667,4148229.0,VDS202A08700 WU25PD D=8.7 5XD SEM REFRI,141.12,2.0,282.24,2020-06-01
668,4148201.0,VDS202A06600 WU25PD D=6.6 5XD SEM REFRI,124.37,3.0,373.11,2020-06-01
669,5538607.0,TCF120405ECV36 WU40PH,33.59,3.0,100.77,2020-06-01
670,2525M16,MTENN 2525 M16,101.0,1.0,101.0,2020-06-01
671,123658.0,S20R STFCR 11,80.0,1.0,80.0,2020-06-01
672,5538557.0,TCF090305DCV36 WU40PH,30.69,4.0,122.76,2020-06-01
673,162.0,FRESA ESFERICA 55HRC 2C D=3X6X75X8,60.5,4.0,242.0,2020-06-01
674,3101 - 310520,"BROCA 5,20MM DIN 338N HSS",5.2,1.0,5.2,2020-06-01
675,5544753.0,WOEJ080412SRMM WP40PM,34.06,40.0,1362.4,2020-06-01
0,T10000,CHAVE TORX 10,3.8,1.0,3.8,2020-05-01
1,T15000,CHAVE TORX 15,3.8,6.0,22.8,2020-05-01
2,T20000,CHAVE TORX 20,3.0,8.0,24.0,2020-05-01
3,T60000,CHAVE TORX 6,3.0,9.0,27.0,2020-05-01
4,T70000,CHAVE TORX 7,3.8,9.0,34.2,2020-05-01
5,T90000,CHAVE TORX 9,3.15,9.0,28.35,2020-05-01
6,2559805.0,CNMA120412 HK1500,13.44,9.0,120.96,2020-05-01
7,1915.0,"PINCA DMC08 3,00MM  (KOJEX)",184.15,1.0,184.15,2020-05-01
8,3851013.0,"TDM1928UPM WU25PD INSERTO TDM1 D=19,28",228.24,4.0,912.96,2020-05-01
9,3849113.0,TDM1680UPM WU25PD INSERTO TDM1 D=16.80,204.56,1.0,204.56,2020-05-01
10,152.0,FRESA ESFERICA 55HRC 2C D=1X4X50X2,23.65,5.0,118.25,2020-05-01
11,423.0,FRESA RETA 55HRC 4C D=2X4X50X6,23.65,1.0,23.65,2020-05-01
12,18146.0,CONJUNTO GRAMPO PARAFUSO MTJ16,10.0,13.0,130.0,2020-05-01
13,4120182.0,TNMX160408-L PA120,8.5,60.0,510.0,2020-05-01
14,688.0,FRESA TOROIDAL 55HRC 4C D=2X4X75X6 R0.5,35.0,2.0,70.0,2020-05-01
15,1662441.0,M13203500RT BROCA D=3.5X3.5X20X52,41.66,1.0,41.66,2020-05-01
16,603.0,FRESA RETA 55HRC 4C D=4X4X75X11,28.0,4.0,112.0,2020-05-01
17,TNMG160412-GR,TNMG160412-GR WS8125,14.0,20.0,280.0,2020-05-01
18,SPMG05,SPMG050204DG WS5231,18.0,6.0,108.0,2020-05-01
19,30050.0,M200D50Z04F22 D=50 Z=4 RNPJ12,100.0,14.0,1400.0,2020-05-01
20,PTM4X10,PARAFUSO TORX M4 X 10,1.3,35.0,45.5,2020-05-01
21,1163.0,PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA,14.79,6.0,88.74,2020-05-01
22,4148288.0,VDS202A10800 WU25PD D=10.8 5XD SEM REFRI,186.75,1.0,186.75,2020-05-01
23,230.0,FRESA RETA 45HRC 2C D=3X3X50X8,15.95,1.0,15.95,2020-05-01
24,667.0,FRESA RETA 55HRC 2C D=2X4X50X6,23.65,2.0,47.3,2020-05-01
25,4172623.0,TNMP160408 WS25PT,17.39,4.0,69.56,2020-05-01
26,4144472.0,VDS201A14200 WU25PD D=14.2 3XD SEM REFRI,278.77,2.0,557.54,2020-05-01
27,333125.0,"BROCA DE CENTRO - DIN 333A - 1,25X3,15MM",5.32,7.0,37.24,2020-05-01
28,4173670.0,TNMP160404 WM25CT,17.39,2.0,34.78,2020-05-01
29,3101 - 310250,"BROCA 2,50MM DIN 338N HSS",2.3,3.0,6.9,2020-05-01
30,4165986.0,DNMG110408-6P TN30M,14.23,1.0,14.23,2020-05-01
31,4170509.0,DNMG110408UR WP25CT,23.55,1.0,23.55,2020-05-01
32,3850907.0,TDM085R5SCF12M WG,494.18,1.0,494.18,2020-05-01
33,3577937.0,"BDMT11T308ER-ML TN6430 R0,8",22.91,5.0,114.55,2020-05-01
34,5826122.0,40041600T032.. RETA 4C 30° D=16X16X92X32 S/ COB,230.28,7.0,1611.96,2020-05-01
35,2576240.0,MTJNL 2020 K16,505.12,1.0,505.12,2020-05-01
36,"PTM2,5X6","PARAFUSO TORX M2,5 X 6",1.57,9.0,14.13,2020-05-01
37,5826023.0,40040350T012 RETA 4C 30° D=3.5X4X50X12,43.46,1.0,43.46,2020-05-01
38,5873511.0,40021000T032 RETA 2C 30° D=10X10X89X32,83.82,1.0,83.82,2020-05-01
39,2047504.0,HN44105522021S ESF 2C 15° HN7151 D=5X6X50X5RT,2.1,8.0,16.8,2020-05-01
40,20957.0,TBGH060102L YNG151,20.72,1.0,20.72,2020-05-01
41,4172495.0,TNMP220408 WS10PT,23.28,10.0,232.8,2020-05-01
42,3101 - 310390,"BROCA 3,90MM DIN 338N HSS",2.99,6.0,17.94,2020-05-01
43,4143978.0,VDS201A07500 WU25PD D=7.5 3XD SEM REFRI,102.78,6.0,616.68,2020-05-01
44,4143955.0,VDS201A05800 WU25PD D=5.8 3XD SEM REFRI,93.95,2.0,187.9,2020-05-01
45,4143946.0,VDS201A05200 WU25PD D=5.2 3XD SEM REFRI,93.95,2.0,187.9,2020-05-01
46,24518.0,SIR 0020 16,80.0,1.0,80.0,2020-05-01
47,3859336.0,"BDMT070308ER-ML TN6430 R0,8",20.63,25.0,515.75,2020-05-01
48,3638588.0,NSR2020K3 W,221.92,1.0,221.92,2020-05-01
49,2018246.0,3ERAG60 TN6025,29.49,9.0,265.41,2020-05-01
50,4144501.0,VDS201A16500 WU25PD D=16.5 3XD SEM REFRI,368.24,2.0,736.48,2020-05-01
51,PTM2X5,PARAFUSO TORX M2 X 5,1.57,16.0,25.12,2020-05-01
52,5890729.0,XNPU15T612SRMM WP40PM,31.05,5.0,155.25,2020-05-01
53,3607302.0,NG3M350RK TN6025,29.07,2.0,58.14,2020-05-01
54,3607515.0,NG3M325RK TN6025,23.53,2.0,47.06,2020-05-01
55,5102-502002,"ALARGADOR 3,00MM MANUAL DIN 206B H7",25.08,1.0,25.08,2020-05-01
56,2012748.0,RH20 TN2505,78.33,5.0,391.65,2020-05-01
57,6171557.0,TCF160R3SL25MB WTB TOP CUT FOUR D=16 3XD,430.0,0.0,0.0,2020-05-01
58,3101 - 311100,"BROCA 11,00MM DIN 338N HSS",20.73,4.0,82.92,2020-05-01
59,4148146.0,VDS202A03200 WU25PD D=3.2 5XD SEM REFRI,115.41,2.0,230.82,2020-05-01
60,4166436.0,CNMG1204127N TN20K,17.29,4.0,69.16,2020-05-01
61,528.0,FRESA TOROIDAL 55HRC 4C D=12X12X75X30 R0.5,171.82,2.0,343.64,2020-05-01
62,4176754.0,WDGR2202C6D TN6025,18.44,14.0,258.16,2020-05-01
63,2018429.0,3ER15ISO TN6025,31.63,10.0,316.3,2020-05-01
64,837.0,GRAMPO FIXACAO LATERAL M 12 - (PAR),299.0,1.0,299.0,2020-05-01
65,671.0,"MANDRIL APERTO RAPIDO CAPAC. 1,00 - 13,00MM - ENC. B16 - SUPER",140.1,1.0,140.1,2020-05-01
66,3101 - 310380,"BROCA 3,80MM DIN 338N HSS",3.77,3.0,11.31,2020-05-01
67,2952526.0,CNGA120404T02020 CW2015,22.43,1.0,22.43,2020-05-01
68,2952527.0,CNGA120408T02020 CW2015,22.43,2.0,44.86,2020-05-01
69,3101 - 310450,"BROCA 4,50MM DIN 338N HSS",3.46,13.0,44.98,2020-05-01
70,2256496.0,7N2202021RJ RETA 2C 30° D=2X4X16X50 LONG NECK,104.73,1.0,104.73,2020-05-01
71,11ER030,11ER030M D=3,21.1,1.0,21.1,2020-05-01
72,333250.0,"BROCA DE CENTRO - DIN 333A - 2,50X6,30MM",7.99,2.0,15.98,2020-05-01
73,23606.0,SIR 0025 16,120.0,1.0,120.0,2020-05-01
74,3491.0,MACHO 1/8 *MANUAL C/3 PÇS,33.06,1.0,33.06,2020-05-01
75,3477329.0,70N716006MT RETA 6C 20° X-FEED D=16X16X48X110,591.07,1.0,591.07,2020-05-01
76,3101 - 320360,BROCA 1/4'' MM DIN 338N HSS,5.77,5.0,28.85,2020-05-01
77,3101 - 311150,"BROCA 11,50MM DIN 338N HSS",22.23,4.0,88.92,2020-05-01
78,3101 - 310330,"BROCA 3,30MM DIN 338N HSS",3.39,5.0,16.95,2020-05-01
79,3101 - 310880,"BROCA 8,80MM DIN 338N HSS",13.18,4.0,52.72,2020-05-01
80,1146.0,CHAVE ER-11 - PARA PORCA TIPO M CASTELO,21.75,1.0,21.75,2020-05-01
81,6101 - 104010,"MACHO M4 X 0,70MM*MANUAL C/3 PÇS",36.54,1.0,36.54,2020-05-01
82,6425362.0,XNPU100408SRMM WS40PM,23.35,25.0,583.75,2020-05-01
83,6425267.0,XNPU100416SRMM WP25PM,23.35,60.0,1401.0,2020-05-01
84,6425411.0,XNGU100408ERALP WN25PM,32.54,25.0,813.5,2020-05-01
85,6425421.0,XNGU100408ERML WU10PM,29.43,172.0,5061.96,2020-05-01
86,4163217.0,TDS403A06000 WP20PD D=6.0 8XD COM REFRI,341.85,3.0,1025.55,2020-05-01
87,5202 - 504012,"ALARGADOR 5,00MM MAQUINA DIN 212D H7",30.44,2.0,60.88,2020-05-01
88,913.0,5322.331.06 MW06,3.0,2.0,6.0,2020-05-01
89,98574RD,M170D032Z02H25L150 RDPX1204,110.0,2.0,220.0,2020-05-01
90,1148.0,CHAVE ER-32 - PARA PORCA TIPO T2 (4 PONTAS),34.15,1.0,34.15,2020-05-01
91,2022855.0,CCGT09T304AL2 HWK15,19.47,10.0,194.7,2020-05-01
92,2109978.0,12748610800 W  PARA RH20,12.6,2.0,25.2,2020-05-01
93,1655150.0,400116006RT ESF 2C 30° D=16X16X89X32,215.66,7.0,1509.62,2020-05-01
94,1858426.0,497910004.. RETA 3C 40° D=10X10X72X22 DESB R0.50 S/ COB,142.63,1.0,142.63,2020-05-01
95,2967620.0,17066212000 TN2525 ESF 2C 30° D=12X12X75X12,4.36,3.0,13.08,2020-05-01
96,1021337.0,"MS1152 M2,2",4.03,8.0,32.24,2020-05-01
97,338065.0,BROCA MD D=6.5X63X101 H6.5 DIN 338,80.0,1.0,80.0,2020-05-01
98,3607151.0,NG2M140RK TN6010,28.12,10.0,281.2,2020-05-01
99,20068.0,M17OD032Z03M16 RDPX12T3,180.0,1.0,180.0,2020-05-01
100,1656296.0,402404001RT RETA 4C 30° D=4,61.38,1.0,61.38,2020-05-01
101,889.0,MWLNR 2020 K08,80.0,2.0,160.0,2020-05-01
102,5542607.0,TCF060203BCV36 WU40PH,27.27,1.0,27.27,2020-05-01
103,3869580.0,CNGN120416T01020 CW3020,33.45,8.0,267.6,2020-05-01
104,3954913.0,XDHT090316 PA120,11.32,20.0,226.4,2020-05-01
105,3781765.0,CPGT04T1043 TN7135,20.41,10.0,204.1,2020-05-01
106,3852770.0,MWLNR 2525 M06,90.0,1.0,90.0,2020-05-01
107,2042470.0,MTJNR 2525 M16,248.77,1.0,248.77,2020-05-01
108,2018290.0,4IRN60 TN6025,43.25,2.0,86.5,2020-05-01
109,2576239.0,MTJNL 2525 M16,527.1,2.0,1054.2,2020-05-01
110,3852768.0,MWLNL 2525 M06,90.0,2.0,180.0,2020-05-01
111,531.0,FRESA TOROIDAL 55HRC 4C D=3X4X50X8 R0.5,26.0,3.0,78.0,2020-05-01
112,567.0,FRESA TOROIDAL 55HRC 4C D=4X4X75X11 R0.5,35.0,1.0,35.0,2020-05-01
113,1149.0,CHAVE ER-40 - PARA PORCA TIPO T2 (4 PONTAS),36.3,1.0,36.3,2020-05-01
114,926.0,"PINCA DMC06 6,00MM (KOJEX)",156.0,1.0,156.0,2020-05-01
115,2552268.0,SVJNR 2525 M12,94.45,1.0,94.45,2020-05-01
116,640.0,FRESA RETA 55HRC 2C D=4X4X50X11,21.5,2.0,43.0,2020-05-01
117,2047689.0,MTJNR 2020 K16,80.0,2.0,160.0,2020-05-01
118,535.0,FRESA TOROIDAL 55HRC 4C D=6X6X50X15 R0.5,40.59,2.0,81.18,2020-05-01
119,536.0,FRESA TOROIDAL 55HRC 4C D=6X6X75X15 R0.5,60.5,1.0,60.5,2020-05-01
120,538.0,FRESA TOROIDAL 55HRC 4C D=8X8X60X20 R0.5,78.65,6.0,471.9,2020-05-01
121,15070300000610.0,PORTA FERR TIPO SUPORTE PARA BEDAME REF GHMR 20,1500.0,0.0,0.0,2020-05-01
122,4148228.0,VDS202A08600 WU25PD D=8.6 5XD SEM REFRI,141.12,4.0,564.48,2020-05-01
123,3101 - 310220,"BROCA 2,20MM DIN 338N HSS",1.7,7.0,11.9,2020-05-01
124,28477.0,DGTR 20B 3D40,50.0,2.0,100.0,2020-05-01
125,4144458.0,VDS201A13000 WU25PD D=13.0 3XD SEM REFRI,234.03,4.0,936.12,2020-05-01
126,2262.0,PORTA FRESA ROSCADO BT 40 X M 12 (L=152MM) (L1=125MM)- 12.000RPM,253.9,1.0,253.9,2020-05-01
127,20213611.0,M170D052Z05F22 RDPX12T3,180.0,2.0,360.0,2020-05-01
128,265432.0,M170D025Z02H24L150 RDPX1003,95.0,1.0,95.0,2020-05-01
129,28472.0,DGTR 20B 2D35,100.0,1.0,100.0,2020-05-01
130,2045812.0,SER 2525 M16,471.53,1.0,471.53,2020-05-01
131,890.0,MWLNL 2020 K08,80.0,1.0,80.0,2020-05-01
132,4171927.0,TNMG160408RH WK20CT,17.39,30.0,521.7,2020-05-01
133,4170499.0,WNMG080408ML WP25CT,21.95,4.0,87.8,2020-05-01
134,4170533.0,WNMG080408UR WP25CT,21.95,2.0,43.9,2020-05-01
135,301.0,FRESA ESFERICA MICRO 2C D=0.6X1XX50X4,35.64,2.0,71.28,2020-05-01
136,19155.0,5322.331.07 MW 08,4.2,1.0,4.2,2020-05-01
137,2968513.0,TDS503A04800 WU25PD D=4.8 8XD COM REFRI,348.74,2.0,697.48,2020-05-01
138,422.0,FRESA RETA 55HRC 4C D=1X4X50X3,23.65,4.0,94.6,2020-05-01
139,530.0,FRESA TOROIDAL 55HRC 4C D=3X3X50X8 R0.5,31.46,5.0,157.3,2020-05-01
140,28484.0,DGTR 25B 2D35,100.0,1.0,100.0,2020-05-01
141,5873491.0,40120300T025 RETA 2C 30° D=3X3X75X25,39.6,9.0,356.4,2020-05-01
142,5873485.0,40020150T004 RETA 2C 30° D=1.5X3X38X4,34.93,1.0,34.93,2020-05-01
143,5873515.0,40021200T045 RETA 2C 30° D=12X12X100X45,111.5,4.0,446.0,2020-05-01
144,5873490.0,40020300T019 RETA 2C 30° D=3X3X63X19,39.6,10.0,396.0,2020-05-01
145,1985548.0,402116006RT ESF 2C 30° D=16X16X150X75,347.24,3.0,1041.72,2020-05-01
146,3411.0,"PINCA C-20 10,00MM - PORTA PINCA AUTO APERTO",83.4,1.0,83.4,2020-05-01
147,19588.0,S12M SCLCR 06,70.0,1.0,70.0,2020-05-01
148,MT1603,MT1603 CALÇO TNMG16,3.5,9.0,31.5,2020-05-01
149,5936171.0,XDCT110408PDFRALP WN10HM,23.13,10.0,231.3,2020-05-01
150,171.0,FRESA ESFERICA 55HRC 2C D=8X8X60X16,78.65,1.0,78.65,2020-05-01
151,4169678.0,WMTC020R12CM08 WU25PT,36.52,10.0,365.2,2020-05-01
152,3420.0,"PINCA C-32 25,00MM - PORTA PINCA AUTO APERTO",94.7,1.0,94.7,2020-05-01
153,T80000,CHAVE TORX 8,3.0,18.0,54.0,2020-05-01
154,"PTM3,5X10","PARAFUSO TORX M3,5 X 10",1.3,24.0,31.2,2020-05-01
155,3101 - 310850,"BROCA 8,50MM DIN 338N HSS",10.57,3.0,31.71,2020-05-01
156,3101 - 310750,"BROCA 7,50MM DIN 338N HSS",7.73,1.0,7.73,2020-05-01
157,4143982.0,VDS201A07800 WU25PD D=7.8 3XD SEM REFRI,102.78,2.0,205.56,2020-05-01
158,430.0,FRESA RETA 55HRC 4C D=6X6X75X15,44.55,3.0,133.65,2020-05-01
159,28487.0,DGTR 25B 3D40,100.0,2.0,200.0,2020-05-01
160,3101 - 310300,"BROCA 3,00MM DIN 338N HSS",2.95,24.0,70.8,2020-05-01
161,3101 - 310350,"BROCA 3,50MM DIN 338N HSS",3.03,17.0,51.51,2020-05-01
162,3101 - 310400,"BROCA 4,00MM DIN 338N HSS",3.4,10.0,34.0,2020-05-01
163,3101 - 310420,"BROCA 4,20MM DIN 338N HSS",4.13,14.0,57.82,2020-05-01
164,3101 - 310500,"BROCA 5,00MM DIN 338N HSS",4.6,11.0,50.6,2020-05-01
165,3101 - 310540,"BROCA 5,50MM DIN 338N HSS",4.72,3.0,14.16,2020-05-01
166,3101 - 310600,"BROCA 6,00MM DIN 338N HSS",5.1,8.0,40.8,2020-05-01
167,31137.0,DGTL 20B 2D35,100.0,2.0,200.0,2020-05-01
168,3101 - 310280,"BROCA 2,80MM DIN 338N HSS",2.95,7.0,20.65,2020-05-01
169,3101 - 310200,"BROCA 2,00MM DIN 338N HSS",2.64,5.0,13.2,2020-05-01
170,3101 - 310160,"BROCA 1,60MM DIN 338N HSS",1.92,7.0,13.44,2020-05-01
171,3101 - 310170,"BROCA 1,70MM DIN 338N HSS",2.76,7.0,19.32,2020-05-01
172,744.0,FRESA RETA 55HRC 4C D=1X3X50X3,26.02,2.0,52.04,2020-05-01
173,4148393.0,VDS202A17000 WU25PD D=17.0 5XD SEM REFRI,461.16,2.0,922.32,2020-05-01
174,19554.0,S10K SCLCR 06,65.0,1.0,65.0,2020-05-01
175,3101 - 310120,"BROCA 1,20MM DIN 338N HSS",1.92,7.0,13.44,2020-05-01
176,2992805.0,DNMG110408-FM TN2000,17.42,2.0,34.84,2020-05-01
177,648.0,FRESA TOROIDAL 45HRC 4C D=10X10X150X30 R0.5,209.0,1.0,209.0,2020-05-01
178,2629866.0,VNMG12T304-I TN8135,20.77,9.0,186.93,2020-05-01
179,"PTM3,5X8","PARAFUSO TORX M3,5 X 8",1.3,33.0,42.9,2020-05-01
180,M6800D12,M6800D012Z01H11L150 BDMT11T3,115.0,3.0,345.0,2020-05-01
181,6101 - 111610,"MACHO M16 X 2,00MM**MANUAL C/3 PÇS",163.73,1.0,163.73,2020-05-01
182,202016.0,SER 2020 K16,80.0,1.0,80.0,2020-05-01
183,3101 - 311040,"BROCA 10,40MM DIN 338N HSS",15.37,1.0,15.37,2020-05-01
184,3484756.0,70N706002MT RETA 6C 20° X-FEED D=6X6X18X63,234.86,1.0,234.86,2020-05-01
185,3577940.0,"BDMT11T316ER-ML TN6405 R1,6",22.91,30.0,687.3,2020-05-01
186,5057.0,PORCA ER-40 T2 - BALANCEADO 20.000RPM,137.35,3.0,412.05,2020-05-01
187,3101 - 310310,"BROCA 3,10MM DIN 338N HSS",2.68,7.0,18.76,2020-05-01
188,3101 - 310510,"BROCA 5,10MM DIN 338N HSS",4.32,2.0,8.64,2020-05-01
189,3101 - 310780,"BROCA 7,80MM DIN 338N HSS",7.9,1.0,7.9,2020-05-01
190,3101 - 310800,"BROCA 8,00MM DIN 338N HSS",8.85,2.0,17.7,2020-05-01
191,3101 - 311180,"BROCA 11,80MM DIN 338N HSS",27.76,2.0,55.52,2020-05-01
192,3101 - 311250,"BROCA 12,50MM DIN 338N HSS",25.13,4.0,100.52,2020-05-01
193,3852769.0,MWLNR 2020 K06,80.0,1.0,80.0,2020-05-01
194,3101 - 311450,"BROCA 14,50MM DIN 338N HSS",74.97,3.0,224.91,2020-05-01
195,1175225.0,193.281 PARAFUSO TCF,6.41,10.0,64.1,2020-05-01
196,3273856.0,20SMC120M D=12,160.66,1.0,160.66,2020-05-01
197,2582445.0,M680D025Z03H24L150 XDMT0903,52.5,3.0,157.5,2020-05-01
198,3101 - 310700,"BROCA 7,00MM DIN 338N HSS",6.67,5.0,33.35,2020-05-01
199,3101 - 311200,"BROCA 12,00MM DIN 338N HSS",23.89,1.0,23.89,2020-05-01
200,01161P,"PORTA PINCA HASTE PARALELA 25,00MM X 100,00MM X ER-25",137.1,1.0,137.1,2020-05-01
201,4171407.0,TNMG110304ML WK20CT,11.55,2.0,23.1,2020-05-01
202,1602544.0,401112005RT ESF 2C 30° D=12X12X100X45,171.44,6.0,1028.64,2020-05-01
203,13645.0,M690D040Z4ERM16SD1204 WBR D=40 Z=4 SDMT1204,205.0,2.0,410.0,2020-05-01
204,4158514.0,GT225025 WP31MG MACHO M10X1,313.55,1.0,313.55,2020-05-01
205,3101 - 310100,"BROCA 1,00MM DIN 338N HSS",1.55,10.0,15.5,2020-05-01
206,40ER240,40ER240M ER D=24,31.84,1.0,31.84,2020-05-01
207,3607299.0,NG2M120RK TN6025,28.0,5.0,140.0,2020-05-01
208,3606929.0,NR2M075R TN6010,27.49,5.0,137.45,2020-05-01
209,3577973.0,"BDMT070304ER-ML TN6405 R0,4",20.63,45.0,928.35,2020-05-01
210,1871535.0,"PORTA PINCA BT40 X ER-40 (L1=70,00MM) - 12.000RPM",99.0,5.0,495.0,2020-05-01
211,845.0,FRESA TOROIDAL 55HRC 4C D=1.5X4X50X64 R0.5,31.46,4.0,125.84,2020-05-01
212,3577930.0,"BDMT11T304ER-MS TN6425 R0,4",22.91,5.0,114.55,2020-05-01
213,4170537.0,RCMT0803M0 WP25CT,21.53,10.0,215.3,2020-05-01
214,1946.0,PORTA PINCA BT 40 X DMC 08 (L= 90MM) (L1= 53MM)- 30.000RPM (KOJEX),469.7,0.0,0.0,2020-05-01
215,698574.0,M170D050Z05F22 RDPX12T3,140.0,1.0,140.0,2020-05-01
216,142.0,FRESA ESFERICA 55HRC 4C D=4X11X50 H4,36.3,2.0,72.6,2020-05-01
217,641.0,FRESA RETA 55HRC 2C D=6X15X75X6,46.0,5.0,230.0,2020-05-01
218,32ER140,32ER140M ER D=14,26.4,2.0,52.8,2020-05-01
219,2256341.0,D61806002RJ RETA 6C 50° D=6X6X60X15,106.69,3.0,320.07,2020-05-01
220,3965250.0,HNPJ090512MM PA120,16.44,17.0,279.48,2020-05-01
221,98764.0,WCGT020102L DC100,39.95,4.0,159.8,2020-05-01
222,5542641.0,TCF120412FPV36 WU40PH,33.1,3.0,99.3,2020-05-01
223,5542626.0,TCF150406FCV36 WU40PH,37.89,3.0,113.67,2020-05-01
224,5873499.0,40020500T020 RETA 2C 30° D=5X5X20X63,49.85,3.0,149.55,2020-05-01
225,5873507.0,40020800T028 RETA 2C 30° D=8X8X28X76,58.81,2.0,117.62,2020-05-01
226,9597.0,S08K SCLCR 06,60.0,1.0,60.0,2020-05-01
227,3852767.0,MWLNL 2020 K06,80.0,2.0,160.0,2020-05-01
228,3957842.0,M1200D032Z03M16HN07 D=32 Z=3 M1200 MINI,924.73,1.0,924.73,2020-05-01
229,4147575.0,M200D80Z06F27 D=80 RNPJ1204,1475.45,1.0,1475.45,2020-05-01
230,5542650.0,TCF070306CPV36 WU40PH,27.27,11.0,299.97,2020-05-01
231,4170181.0,WMTR500M5PPC WU25PT,36.87,5.0,184.35,2020-05-01
232,40ER140,40ER140M ER D=14,32.98,1.0,32.98,2020-05-01
233,3577934.0,"BDMT11T308ER-MS TN6425 R0,8",22.91,5.0,114.55,2020-05-01
234,178.0,"CABECOTE BROQUEADOR DIAM.  50,00MM - CAPAC. 10,00 A 125,00MM",189.81,0.0,0.0,2020-05-01
235,2556873.0,KNUX160405L11 TN4000,20.31,10.0,203.1,2020-05-01
236,2558654.0,"44315912 PN120 (ROSCA INTERNA 60º  ATÉ 3,00)",11.93,4.0,47.72,2020-05-01
237,333315.0,"BROCA DE CENTRO - DIN 333A - 3,15X8,00MM",9.32,1.0,9.32,2020-05-01
238,5826118.0,40241200T075.. RETA 4C 30° D=12X12X150X75 S/ COB,107.23,4.0,428.92,2020-05-01
239,5880436.0,40110600T028.. ESF 2C 30° D=6X6X76X28 S/ COB,51.98,3.0,155.94,2020-05-01
240,5880443.0,40211000T045..  ESF 2C 30° D=10X10X100X45 S/ COB,86.39,3.0,259.17,2020-05-01
241,5880431.0,40110400T019.. ESF 2C 30° D=4X4X63X19 S/ COB,43.46,5.0,217.3,2020-05-01
242,5826088.0,40040250T006.. RETA 4C 30° D=2.5X3X38X6 S/ COB,29.11,10.0,291.1,2020-05-01
243,5826086.0,40040150T004.. RETA 4C 30° D=1.5X3X38X4 S/ COB,29.11,8.0,232.88,2020-05-01
244,5880445.0,40111200T045.. ESF 2C 30° D=12X12X100X45 S/ COB,111.5,5.0,557.5,2020-05-01
245,5826089.0,40040300T009.. RETA 4C 30° D=3X3X38X9 S/ COB,29.11,8.0,232.88,2020-05-01
246,4676L,FRESA ESFERICA 45HRC 2C D=4X6X76X12 LONGA S/ COB,35.0,10.0,350.0,2020-05-01
247,5873532.0,40121600T075 RETA 2C 30° D=16X16X150X75,321.99,5.0,1609.95,2020-05-01
248,5873495.0,40120400T031 RETA 2C 30° D=4X4X75X31,49.26,10.0,492.6,2020-05-01
249,3101 - 310980,"BROCA 9,80MM DIN 338N HSS",18.31,2.0,36.62,2020-05-01
250,5873531.0,40021600T056 RETA 2C 30° D=16X16X110X56,266.88,2.0,533.76,2020-05-01
251,5873504.0,40120600T038  RETA 2C 30° D=6X6X100X38,49.41,6.0,296.46,2020-05-01
252,5873494.0,40020400T019 RETA 2C 30° D=4X4X63X19,40.65,3.0,121.95,2020-05-01
253,5880411.0,40011600T032 ESF 2C 30° D=16X16X89X32,331.62,5.0,1658.1,2020-05-01
254,6101 - 103010,"MACHO M3 X 0,50MM*MANUAL C/3 PÇS",36.54,2.0,73.08,2020-05-01
255,4171453.0,WNMG080408UR WK20CT,21.95,20.0,439.0,2020-05-01
256,2952541.0,TNGA160408T02020 CW2015,18.61,2.0,37.22,2020-05-01
257,4148178.0,VDS202A05100 WU25PD D=5.1 5XD SEM REFRI,117.48,4.0,469.92,2020-05-01
258,3577936.0,"BDMT11T308ER-ML TN6405 R0,8",22.91,5.0,114.55,2020-05-01
259,5826063.0,40241600T075 RETA 4C 30° D=16X16X150X75,321.99,3.0,965.97,2020-05-01
260,3607433.0,NR2M150L TN6025,27.38,2.0,54.76,2020-05-01
261,MSP513,MSP513 PARAFUSO WNMG06,1.5,3.0,4.5,2020-05-01
262,719.0,HASTE CONICA PARA MANDRIL CM 5 X ENCAIXE B24,56.75,1.0,56.75,2020-05-01
263,333500.0,"BROCA DE CENTRO - DIN 333A - 5,00X12,5MM",23.96,2.0,47.92,2020-05-01
264,3959581.0,RDPX1003M0SNMH TN2505,14.85,20.0,297.0,2020-05-01
265,3959622.0,RDPX12T3M0SNMH TN2505,16.46,11.0,181.06,2020-05-01
266,3959621.0,RDPX12T3M0SNMH TN6525,16.46,15.0,246.9,2020-05-01
267,1992.0,"PORTA FRESA FACEAR BT 40 X 27,00MM (L1= 45,00MM) - 12.000RPM",161.6,1.0,161.6,2020-05-01
